fecha_contacto,cliente,forma_pago,ubicacion,m2_referencia,tipologia,sistema_constructivo,tipo_entrega,revestimiento,estado_lead,distancia_km,precio_cotizado
2026-01-03,Diego Gonzalez,PLAN 36-60,ALTA GRACIA,63.1,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,59.0,20528000.0
2025-04-29,Juan Lopez,CONTADO,LA PLATA,23.4,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,717.0,10113000.0
2025-02-10,Lucia Romero,NO SABE,LA PLATA,82.6,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,758.0,23335000.0
2024-08-18,Jorge Sanchez,PLAN 36-60,CÓRDOBA CAPITAL,30.1,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,28.0,14372000.0
2026-01-18,Diego Martinez,CONTADO,MENDIOLAZA,40.8,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,32.0,14713000.0
2025-10-16,Lucia Perez,CONTADO,CARLOS PAZ,43.0,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,32.0,20635000.0
2024-06-19,Pedro Sanchez,CONTADO,ALTA GRACIA,24.5,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,41.0,8207000.0
2025-06-24,Juan Sanchez,FINANCIACION PROPIA,LA PLATA,55.7,CABAÑA,W.F,OBRA GRIS,LADRILLO,VENDIDO,768.0,20036000.0
2024-02-05,Juan Garcia,CONTADO,LA PLATA,59.3,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,719.0,21202000.0
2025-06-08,Jorge Gonzalez,CONTADO,MENDIOLAZA,51.2,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,31.0,18246000.0
2024-06-08,Elena Sanchez,PLAN 36-60,BUENOS AIRES,24.2,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,693.0,12459000.0
2025-11-29,Ana Perez,PLAN 36-60,CARLOS PAZ,94.7,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,50.0,26856000.0
2024-08-30,Juan Sanchez,CONTADO,LA PLATA,66.0,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,721.0,34421000.0
2024-03-26,Carla Martinez,CONTADO,BUENOS AIRES,107.7,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,728.0,45374000.0
2025-07-31,Diego Lopez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,,AMERICANA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,15.0,14129000.0
2025-11-12,Juan Martinez,NO SABE,CARLOS PAZ,74.2,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,45.0,20964000.0
2025-07-10,Pedro Garcia,CONTADO,BUENOS AIRES,70.6,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,681.0,35130000.0
2025-07-27,Maria Lopez,,CÓRDOBA CAPITAL,49.2,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,20.0,19283000.0
2025-10-07,Luis Sanchez,CONTADO,SANTIAGO DEL ESTERO,83.2,CABAÑA,E.E,LLAVE EN MANO,MADERA,POTABLE,467.0,34454000.0
2024-01-28,Lucia Garcia,CONTADO,ALTA GRACIA,46.9,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,37.0,23851000.0
2025-09-11,Ana Perez,PLAN 36-60,LA PLATA,,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,792.0,20615000.0
2025-07-09,Ana Gonzalez,CONTADO,BUENOS AIRES,20.0,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,746.0,11025000.0
2024-12-05,Diego Gonzalez,PLAN 36-60,CARLOS PAZ,63.2,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,32.0,30945000.0
2024-11-26,Lucia Sanchez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,28.5,AMERICANA,W.F,OBRA GRIS,LADRILLO,POTABLE,20.0,9033000.0
2025-10-01,Carla Garcia,NO SABE,ALTA GRACIA,44.0,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,50.0,20561000.0
2025-05-20,Diego Lopez,CONTADO,ALTA GRACIA,34.5,AMERICANA,S.F,LLAVE EN MANO,,NO LE INTERESA,35.0,17406000.0
2024-12-13,Carla Sanchez,CONTADO,LA PLATA,,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,744.0,17414000.0
2025-04-17,Lucia Sanchez,NO SABE,BUENOS AIRES,63.9,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,757.0,31894000.0
2024-08-18,Elena Perez,CONTADO,ALTA GRACIA,55.2,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,49.0,25815000.0
2024-07-08,Jorge Garcia,PLAN 36-60,LA PLATA,69.2,AMERICANA,W.F,OBRA GRIS,MADERA,VENDIDO,803.0,22435000.0
2024-08-12,Juan Garcia,CONTADO,BUENOS AIRES,80.3,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,728.0,38886000.0
2025-01-19,Juan Romero,,BUENOS AIRES,47.6,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,663.0,21333000.0
2025-01-11,Elena Sanchez,CONTADO,SANTIAGO DEL ESTERO,45.4,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,408.0,13909000.0
2024-10-09,Pedro Gonzalez,FINANCIACION PROPIA,LA PLATA,74.2,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,782.0,27020000.0
2025-09-24,Maria Martinez,FINANCIACION PROPIA,MENDIOLAZA,75.7,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,34.0,32817000.0
2025-09-19,Pedro Sanchez,CONTADO,CÓRDOBA CAPITAL,69.8,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,8.0,24868000.0
2026-01-14,Elena Sanchez,,MENDIOLAZA,36.0,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,35.0,12105000.0
2024-09-15,Lucia Perez,CONTADO,BUENOS AIRES,63.5,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,741.0,32027000.0
2024-12-24,Pedro Perez,CONTADO,BUENOS AIRES,57.2,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,735.0,17446000.0
2025-12-10,Maria Sanchez,FINANCIACION PROPIA,ALTA GRACIA,76.1,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,41.0,25743000.0
2025-03-31,Diego Perez,PLAN 36-60,ALTA GRACIA,43.5,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,41.0,16670000.0
2025-02-14,Elena Perez,CONTADO,ALTA GRACIA,21.7,CABAÑA,E.E,LLAVE EN MANO,MADERA,POTABLE,59.0,8870000.0
2025-10-10,Diego Martinez,CONTADO,BUENOS AIRES,68.8,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,749.0,24687000.0
2024-11-13,Lucia Martinez,NO SABE,LA PLATA,20.0,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,742.0,7497000.0
2025-11-07,Diego Martinez,FINANCIACION PROPIA,CARLOS PAZ,40.4,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,51.0,15566000.0
2024-08-12,Luis Sanchez,FINANCIACION PROPIA,LA PLATA,34.5,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,726.0,17897000.0
2024-08-21,Elena Lopez,CONTADO,CÓRDOBA CAPITAL,34.4,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,10.0,11458000.0
2025-11-14,Elena Gonzalez,FINANCIACION PROPIA,LA PLATA,40.0,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,728.0,20285000.0
2025-10-25,Pedro Gonzalez,CONTADO,ALTA GRACIA,79.3,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,VENDIDO,37.0,30971000.0
2025-01-08,Pedro Lopez,NO SABE,SANTIAGO DEL ESTERO,71.4,MINIMALISTA,S.F,OBRA GRIS,MADERA,VENDIDO,485.0,26058000.0
2025-11-02,Elena Lopez,CONTADO,CÓRDOBA CAPITAL,50.0,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,19.0,17769000.0
2025-08-30,Diego Gonzalez,CONTADO,MENDIOLAZA,77.7,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,26.0,38431000.0
2025-04-16,Juan Garcia,PLAN 36-60,SANTIAGO DEL ESTERO,33.8,CABAÑA,E.E,LLAVE EN MANO,MADERA,POTABLE,485.0,13688000.0
2024-08-20,Jorge Gonzalez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,31.0,AMERICANA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,25.0,11375000.0
2025-11-22,Jorge Rodriguez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,72.3,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,8.0,28047000.0
2024-04-22,Carla Sanchez,CONTADO,BUENOS AIRES,,MINIMALISTA,S.F,OBRA GRIS,MADERA,VENDIDO,724.0,23705000.0
2025-05-11,Luis Gonzalez,PLAN 36-60,ALTA GRACIA,45.8,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,53.0,18131000.0
2025-03-17,Pedro Lopez,FINANCIACION PROPIA,BUENOS AIRES,32.3,CABAÑA,E.E,LLAVE EN MANO,MADERA,POTABLE,732.0,14102000.0
2025-07-17,Lucia Romero,CONTADO,MENDIOLAZA,84.2,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,38.0,36160000.0
2024-09-24,Ana Romero,FINANCIACION PROPIA,LA PLATA,20.6,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,727.0,7551000.0
2025-05-24,Elena Gonzalez,NO SABE,BUENOS AIRES,43.0,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,POTABLE,692.0,15368000.0
2025-01-20,Pedro Gonzalez,CONTADO,MENDIOLAZA,59.6,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,41.0,23441000.0
2025-01-21,Carla Romero,CONTADO,ALTA GRACIA,91.0,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,57.0,44267000.0
2024-04-22,Jorge Perez,CONTADO,ALTA GRACIA,62.7,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,42.0,22956000.0
2025-09-04,Carla Gonzalez,CONTADO,BUENOS AIRES,64.6,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,662.0,18298000.0
2025-09-16,Maria Rodriguez,PLAN 36-60,ALTA GRACIA,43.6,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,56.0,21696000.0
2024-03-21,Jorge Rodriguez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,66.4,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,438.0,18945000.0
2025-11-29,Maria Lopez,PLAN 36-60,MENDIOLAZA,57.1,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,28.0,19167000.0
2024-04-22,Pedro Martinez,CONTADO,MENDIOLAZA,23.2,CABAÑA,E.E,LLAVE EN MANO,MADERA,VENDIDO,29.0,8876000.0
2024-01-02,Diego Garcia,PLAN 36-60,CÓRDOBA CAPITAL,70.9,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,15.0,32393000.0
2025-10-03,Maria Martinez,PLAN 36-60,CARLOS PAZ,74.4,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,39.0,22882000.0
2024-08-07,Jorge Perez,NO SABE,LA PLATA,71.1,CABAÑA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,767.0,26276000.0
2025-07-19,Maria Rodriguez,CONTADO,ALTA GRACIA,55.7,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,37.0,28598000.0
2026-01-05,Juan Rodriguez,PLAN 36-60,MENDIOLAZA,35.9,AMERICANA,S.F,OBRA GRIS,LADRILLO,VENDIDO,44.0,13004000.0
2024-08-12,Lucia Garcia,NO SABE,MENDIOLAZA,20.0,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,43.0,9712000.0
2025-01-19,Diego Romero,PLAN 36-60,CÓRDOBA CAPITAL,58.1,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,28.0,25284000.0
2025-02-06,Ana Romero,CONTADO,LA PLATA,,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,798.0,25772000.0
2025-09-29,Ana Gonzalez,CONTADO,CARLOS PAZ,74.9,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,47.0,29116000.0
2024-05-09,Maria Romero,FINANCIACION PROPIA,CARLOS PAZ,71.3,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,36.0,36642000.0
2024-02-22,Maria Garcia,CONTADO,ALTA GRACIA,53.5,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,36.0,25356000.0
2025-11-14,Ana Garcia,NO SABE,CARLOS PAZ,76.7,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,32.0,29845000.0
2025-12-30,Ana Lopez,FINANCIACION PROPIA,CARLOS PAZ,73.5,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,38.0,27855000.0
2025-11-02,Carla Romero,CONTADO,BUENOS AIRES,46.5,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,710.0,14663000.0
2025-12-10,Diego Romero,PLAN 36-60,LA PLATA,68.5,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,809.0,33035000.0
2025-02-19,Maria Perez,CONTADO,LA PLATA,44.3,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,754.0,18517000.0
2024-09-03,Carla Rodriguez,CONTADO,BUENOS AIRES,65.8,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,712.0,32861000.0
2025-03-14,Luis Rodriguez,FINANCIACION PROPIA,ALTA GRACIA,29.0,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,52.0,8156000.0
2024-07-21,Elena Sanchez,PLAN 36-60,MENDIOLAZA,30.6,AMERICANA,E.E,LLAVE EN MANO,MADERA,VENDIDO,25.0,12516000.0
2024-07-02,Pedro Romero,CONTADO,CÓRDOBA CAPITAL,76.2,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,28.0,33308000.0
2024-05-02,Ana Rodriguez,FINANCIACION PROPIA,ALTA GRACIA,73.8,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,48.0,29891000.0
2025-02-04,Jorge Martinez,CONTADO,SANTIAGO DEL ESTERO,67.7,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,428.0,29660000.0
2026-02-05,Pedro Perez,PLAN 36-60,CARLOS PAZ,56.8,AMERICANA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,53.0,19142000.0
2024-10-20,Maria Gonzalez,PLAN 36-60,BUENOS AIRES,20.0,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,723.0,8085000.0
2024-10-06,Ana Gonzalez,CONTADO,CÓRDOBA CAPITAL,53.5,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,17.0,20424000.0
2025-09-01,Lucia Sanchez,,MENDIOLAZA,64.1,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,35.0,21370000.0
2024-07-16,Carla Lopez,PLAN 36-60,MENDIOLAZA,44.3,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,39.0,15656000.0
2025-05-25,Maria Lopez,PLAN 36-60,LA PLATA,40.8,CABAÑA,E.E,OBRA GRIS,MADERA,POTABLE,725.0,12192000.0
2026-01-21,Elena Garcia,PLAN 36-60,SANTIAGO DEL ESTERO,83.9,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,486.0,34059000.0
2024-05-23,Jorge Sanchez,CONTADO,MENDIOLAZA,53.8,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,44.0,23787000.0
2025-08-31,Luis Perez,,SANTIAGO DEL ESTERO,64.1,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,VENDIDO,457.0,24749000.0
2024-07-19,Pedro Rodriguez,PLAN 36-60,CARLOS PAZ,70.5,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,47.0,31868000.0
2024-05-03,Lucia Sanchez,NO SABE,LA PLATA,35.0,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,VENDIDO,796.0,18462000.0
2024-07-05,Carla Rodriguez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,58.9,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,14.0,28745000.0
2024-11-21,Diego Garcia,CONTADO,LA PLATA,81.4,CABAÑA,W.F,OBRA GRIS,MADERA,POTABLE,809.0,27309000.0
2025-04-08,Juan Romero,PLAN 36-60,CARLOS PAZ,91.4,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,47.0,25893000.0
2024-12-14,Elena Rodriguez,CONTADO,BUENOS AIRES,55.8,CABAÑA,E.E,OBRA GRIS,MADERA,POTABLE,702.0,16721000.0
2026-02-09,Elena Sanchez,,MENDIOLAZA,50.2,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,POTABLE,37.0,15624000.0
2025-10-21,Pedro Martinez,PLAN 36-60,SANTIAGO DEL ESTERO,60.4,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,452.0,21157000.0
2026-02-02,Juan Perez,PLAN 36-60,BUENOS AIRES,59.9,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,671.0,27006000.0
2025-02-06,Luis Sanchez,CONTADO,CARLOS PAZ,82.7,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,50.0,33121000.0
2024-12-11,Pedro Garcia,PLAN 36-60,MENDIOLAZA,35.1,AMERICANA,E.E,OBRA GRIS,,NO LE INTERESA,34.0,9907000.0
2025-05-25,Lucia Martinez,FINANCIACION PROPIA,ALTA GRACIA,49.4,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,55.0,22195000.0
2024-05-26,Carla Garcia,CONTADO,SANTIAGO DEL ESTERO,32.7,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,415.0,13842000.0
2024-05-27,Pedro Garcia,,CARLOS PAZ,34.8,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,43.0,16818000.0
2025-12-11,Jorge Romero,CONTADO,CÓRDOBA CAPITAL,62.5,AMERICANA,W.F,LLAVE EN MANO,MADERA,POTABLE,24.0,28403000.0
2025-05-03,Juan Lopez,PLAN 36-60,CÓRDOBA CAPITAL,71.2,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,30.0,33446000.0
2025-10-01,Carla Romero,FINANCIACION PROPIA,MENDIOLAZA,42.0,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,42.0,15124000.0
2025-07-04,Ana Gonzalez,PLAN 36-60,MENDIOLAZA,70.4,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,42.0,23176000.0
2024-12-03,Jorge Perez,NO SABE,CÓRDOBA CAPITAL,77.2,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,11.0,25627000.0
2025-10-02,Diego Sanchez,CONTADO,ALTA GRACIA,93.7,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,56.0,38230000.0
2026-02-17,Ana Martinez,PLAN 36-60,LA PLATA,56.4,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,727.0,23798000.0
2025-04-17,Ana Perez,PLAN 36-60,CÓRDOBA CAPITAL,42.2,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,10.0,19695000.0
2024-05-30,Luis Gonzalez,,MENDIOLAZA,35.0,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,23.0,15568000.0
2025-02-18,Lucia Garcia,FINANCIACION PROPIA,MENDIOLAZA,33.0,AMERICANA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,41.0,9156000.0
2024-10-24,Maria Lopez,,ALTA GRACIA,80.0,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,38.0,32813000.0
2025-09-02,Diego Garcia,FINANCIACION PROPIA,CÓRDOBA CAPITAL,24.7,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,8.0,7215000.0
2024-09-19,Juan Martinez,CONTADO,ALTA GRACIA,79.4,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,41.0,25753000.0
2026-02-02,Elena Sanchez,CONTADO,CÓRDOBA CAPITAL,37.6,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,19.0,11974000.0
2024-05-23,Maria Lopez,PLAN 36-60,LA PLATA,41.3,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,798.0,13228000.0
2024-12-11,Maria Garcia,PLAN 36-60,CARLOS PAZ,52.0,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,40.0,25089000.0
2025-09-15,Elena Rodriguez,,CÓRDOBA CAPITAL,40.9,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,19.0,19374000.0
2025-07-25,Diego Garcia,CONTADO,CARLOS PAZ,73.6,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,34.0,20947000.0
2024-01-02,Carla Rodriguez,CONTADO,CÓRDOBA CAPITAL,91.3,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,12.0,39293000.0
2024-10-30,Maria Martinez,PLAN 36-60,LA PLATA,41.9,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,723.0,19732000.0
2024-09-10,Elena Sanchez,FINANCIACION PROPIA,BUENOS AIRES,46.4,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,701.0,24519000.0
2025-10-13,Elena Gonzalez,NO SABE,MENDIOLAZA,51.7,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,35.0,14231000.0
2025-03-28,Jorge Sanchez,CONTADO,CARLOS PAZ,65.8,AMERICANA,S.F,OBRA GRIS,MADERA,POTABLE,37.0,24081000.0
2024-02-06,Juan Martinez,CONTADO,ALTA GRACIA,51.9,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,56.0,19081000.0
2024-06-08,Jorge Rodriguez,PLAN 36-60,CÓRDOBA CAPITAL,82.7,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,30.0,23934000.0
2024-01-09,Ana Garcia,CONTADO,MENDIOLAZA,77.9,CABAÑA,S.F,OBRA GRIS,MADERA,POTABLE,23.0,28631000.0
2024-08-20,Ana Romero,NO SABE,CÓRDOBA CAPITAL,,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,5.0,10117000.0
2024-04-08,Pedro Garcia,PLAN 36-60,ALTA GRACIA,65.4,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,55.0,23131000.0
2025-10-20,Diego Sanchez,CONTADO,LA PLATA,85.4,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,729.0,35732000.0
2024-07-26,Carla Rodriguez,CONTADO,SANTIAGO DEL ESTERO,45.1,CABAÑA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,435.0,15164000.0
2024-05-10,Ana Perez,CONTADO,CÓRDOBA CAPITAL,49.1,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,15.0,21950000.0
2025-02-07,Carla Gonzalez,FINANCIACION PROPIA,BUENOS AIRES,44.4,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,752.0,16859000.0
2024-05-31,Ana Perez,CONTADO,ALTA GRACIA,44.9,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,51.0,20638000.0
2024-02-23,Carla Rodriguez,CONTADO,SANTIAGO DEL ESTERO,21.6,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,404.0,9301000.0
2024-04-29,Lucia Gonzalez,NO SABE,CÓRDOBA CAPITAL,28.4,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,5.0,14158000.0
2025-11-03,Pedro Martinez,CONTADO,CARLOS PAZ,56.5,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,35.0,26150000.0
2025-09-19,Elena Gonzalez,FINANCIACION PROPIA,MENDIOLAZA,85.3,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,28.0,24344000.0
2025-08-09,Juan Martinez,CONTADO,MENDIOLAZA,42.7,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,32.0,14964000.0
2025-09-16,Elena Rodriguez,PLAN 36-60,ALTA GRACIA,42.1,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,56.0,11439000.0
2025-02-23,Jorge Romero,CONTADO,CARLOS PAZ,89.0,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,38.0,29535000.0
2025-02-25,Ana Martinez,CONTADO,LA PLATA,32.8,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,748.0,12011000.0
2024-04-13,Diego Rodriguez,PLAN 36-60,SANTIAGO DEL ESTERO,21.8,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,433.0,8687000.0
2024-09-10,Pedro Garcia,CONTADO,ALTA GRACIA,38.4,CABAÑA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,35.0,12825000.0
2024-08-14,Elena Martinez,PLAN 36-60,BUENOS AIRES,41.7,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,756.0,13029000.0
2024-04-21,Maria Rodriguez,CONTADO,CÓRDOBA CAPITAL,20.1,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,8.0,6787000.0
2025-05-24,Luis Rodriguez,PLAN 36-60,MENDIOLAZA,52.4,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,27.0,18587000.0
2025-04-17,Elena Romero,NO SABE,CÓRDOBA CAPITAL,74.0,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,8.0,24763000.0
2024-04-08,Carla Lopez,CONTADO,SANTIAGO DEL ESTERO,29.3,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,449.0,13964000.0
